evento;ano;ocorrencias;termo;tipo
WSCAD;2011;1;teste ou experimento;EST
WSCAD;2011;2;média;EST
WSCAD;2011;5;média;EST
WSCAD;2011;1;teste ou experimento;EST
WSCAD;2012;6;speedup;MET
WSCAD;2012;2;speedup;MET
WSCAD;2012;18;speedup;MET
WSCAD;2012;7;speedup;MET
WSCAD;2012;1;mips;MET
WSCAD;2012;3;mips;MET
WSCAD;2012;4;mips;MET
WSCAD;2012;21;mips;MET
WSCAD;2012;3;availability or disponibilidade;MET
WSCAD;2012;1;média;EST
WSCAD;2012;4;média;EST
WSCAD;2012;1;variância;EST
WSCAD;2012;15;média;EST
WSCAD;2012;3;média;EST
WSCAD;2012;5;média;EST
WSCAD;2012;2;teste ou experimento;EST
WSCAD;2012;1;número de execuções;EST
WSCAD;2012;2;teste ou experimento;EST
WSCAD;2012;7;teste ou experimento;EST
WSCAD;2012;1;teste ou experimento;EST
WSCAD;2012;2;teste ou experimento;EST
WSCAD;2012;1;teste ou experimento;EST
WSCAD;2012;1;teste ou experimento;EST
WSCAD;2012;5;teste ou experimento;EST
WSCAD;2012;29;teste ou experimento;EST
WSCAD;2012;1;média;EST
WSCAD;2012;3;teste ou experimento;EST
WSCAD;2012;3;availability or disponibilidade;MET
WSCAD;2012;2;teste ou experimento;EST
WSCAD;2012;10;teste ou experimento;EST
WSCAD;2012;18;teste ou experimento;EST
WSCAD;2012;2;teste ou experimento;EST
WSCAD;2012;2;teste ou experimento;EST
WSCAD;2012;5;teste ou experimento;EST
WSCAD;2012;1;teste ou experimento;EST
WSCAD;2012;2;teste ou experimento;EST
WSCAD;2012;2;teste ou experimento;EST
WSCAD;2012;7;teste ou experimento;EST
WSCAD;2012;1;média;EST
WSCAD;2012;4;teste ou experimento;EST
WSCAD;2012;3;eficiência ou acurácia;MET
WSCAD;2012;3;availability or disponibilidade;MET
WSCAD;2012;1;bandwidth;MET
WSCAD;2012;1;eficiência ou acurácia;MET
WSCAD;2012;1;eficiência ou acurácia;MET
WSCAD;2012;4;eficiência ou acurácia;MET
WSCAD;2012;1;availability or disponibilidade;MET
WSCAD;2012;1;availability or disponibilidade;MET
WSCAD;2012;7;availability or disponibilidade;MET
WSCAD;2012;1;availability or disponibilidade;MET
WSCAD;2012;1;availability or disponibilidade;MET
WSCAD;2012;2;availability or disponibilidade;MET
WSCAD;2012;1;bandwidth;MET
WSCAD;2012;1;bps or bits por segundo;MET
WSCAD;2012;2;intervalo de confiança;EST
WSCAD;2012;1;teste t;TST
WSCAD;2012;1;teste t;TST
WSCAD;2012;1;distribuição normal;EST
WSCAD;2012;1;desvio padrão;EST
WSCAD;2013;4;média;EST
WSCAD;2013;1;média;EST
WSCAD;2013;2;média;EST
WSCAD;2013;1;média;EST
WSCAD;2013;5;média;EST
WSCAD;2013;2;média;EST
WSCAD;2013;15;média;EST
WSCAD;2013;1;eficiência ou acurácia;MET
WSCAD;2013;14;eficiência ou acurácia;MET
WSCAD;2013;3;mips;MET
WSCAD;2013;1;eficiência ou acurácia;MET
WSCAD;2013;1;eficiência ou acurácia;MET
WSCAD;2013;64;mips;MET
WSCAD;2013;1;eficiência ou acurácia;MET
WSCAD;2013;15;teste ou experimento;EST
WSCAD;2013;5;teste ou experimento;EST
WSCAD;2013;3;teste ou experimento;EST
WSCAD;2013;9;teste ou experimento;EST
WSCAD;2013;1;teste ou experimento;EST
WSCAD;2013;3;teste ou experimento;EST
WSCAD;2013;1;idle;MET
WSCAD;2013;1;média;EST
WSCAD;2013;24;média;EST
WSCAD;2013;2;teste ou experimento;EST
WSCAD;2013;3;mips;MET
WSCAD;2013;4;teste ou experimento;EST
WSCAD;2013;11;teste ou experimento;EST
WSCAD;2013;11;teste ou experimento;EST
WSCAD;2013;2;teste ou experimento;EST
WSCAD;2013;2;teste ou experimento;EST
WSCAD;2013;4;média;EST
WSCAD;2013;1;desvio padrão;EST
WSCAD;2013;4;amostra;EST
WSCAD;2013;1;amostra;EST
WSCAD;2013;1;distribuição normal;EST
WSCAD;2013;1;availability or disponibilidade;MET
WSCAD;2013;3;bps or bits por segundo;MET
WSCAD;2013;1;downtime or uptime;MET
WSCAD;2013;9;downtime or uptime;MET
WSCAD;2013;1;desvio padrão;EST
WSCAD;2013;1;availability or disponibilidade;MET
WSCAD;2013;2;distribuição normal;EST
WSCAD;2013;1;availability or disponibilidade;MET
WSCAD;2013;1;availability or disponibilidade;MET
WSCAD;2013;1;availability or disponibilidade;MET
WSCAD;2013;1;downtime or uptime;MET
WSCAD;2013;1;confiabilidade;MET
WSCAD;2013;5;teste ou experimento;EST
WSCAD;2013;2;média;EST
WSCAD;2013;18;speedup;MET
WSCAD;2013;13;speedup;MET
WSCAD;2013;9;speedup;MET
WSCAD;2013;4;speedup;MET
WSCAD;2013;1;speedup;MET
WSCAD;2013;12;speedup;MET
WSCAD;2013;1;speedup;MET
WSCAD;2013;17;speedup;MET
WSCAD;2013;1;teste ou experimento;EST
WSCAD;2013;3;speedup;MET
WSCAD;2013;7;speedup;MET
WSCAD;2013;15;speedup;MET
WSCAD;2013;2;confiabilidade;MET
WSCAD;2014;1;variância;EST
WSCAD;2014;4;teste ou experimento;EST
WSCAD;2014;1;teste ou experimento;EST
WSCAD;2014;1;availability or disponibilidade;MET
WSCAD;2014;2;availability or disponibilidade;MET
WSCAD;2014;1;availability or disponibilidade;MET
WSCAD;2014;2;teste ou experimento;EST
WSCAD;2014;1;teste ou experimento;EST
WSCAD;2014;7;availability or disponibilidade;MET
WSCAD;2014;3;availability or disponibilidade;MET
WSCAD;2014;1;availability or disponibilidade;MET
WSCAD;2014;1;número de iterações;EST
WSCAD;2014;5;número de iterações;EST
WSCAD;2014;1;teste ou experimento;EST
WSCAD;2014;1;teste ou experimento;EST
WSCAD;2014;3;teste ou experimento;EST
WSCAD;2014;1;teste ou experimento;EST
WSCAD;2014;2;teste ou experimento;EST
WSCAD;2014;5;teste ou experimento;EST
WSCAD;2014;5;teste ou experimento;EST
WSCAD;2014;3;teste ou experimento;EST
WSCAD;2014;13;teste ou experimento;EST
WSCAD;2014;1;teste ou experimento;EST
WSCAD;2014;1;teste ou experimento;EST
WSCAD;2014;2;teste ou experimento;EST
WSCAD;2014;2;média;EST
WSCAD;2014;12;teste ou experimento;EST
WSCAD;2014;1;teste ou experimento;EST
WSCAD;2014;2;teste ou experimento;EST
WSCAD;2014;5;média;EST
WSCAD;2014;5;média;EST
WSCAD;2014;1;teste ou experimento;EST
WSCAD;2014;1;teste ou experimento;EST
WSCAD;2014;2;teste ou experimento;EST
WSCAD;2014;5;teste ou experimento;EST
WSCAD;2014;6;teste ou experimento;EST
WSCAD;2014;3;teste ou experimento;EST
WSCAD;2014;21;teste ou experimento;EST
WSCAD;2014;5;teste ou experimento;EST
WSCAD;2014;1;confiabilidade;MET
WSCAD;2014;28;idle;MET
WSCAD;2014;1;eficiência ou acurácia;MET
WSCAD;2014;3;eficiência ou acurácia;MET
WSCAD;2014;1;eficiência ou acurácia;MET
WSCAD;2014;9;eficiência ou acurácia;MET
WSCAD;2014;2;eficiência ou acurácia;MET
WSCAD;2014;9;mips;MET
WSCAD;2014;2;mips;MET
WSCAD;2014;2;mips;MET
WSCAD;2014;2;speedup;MET
WSCAD;2014;2;speedup;MET
WSCAD;2014;3;speedup;MET
WSCAD;2014;26;speedup;MET
WSCAD;2014;6;speedup;MET
WSCAD;2014;1;speedup;MET
WSCAD;2014;1;speedup;MET
WSCAD;2014;5;speedup;MET
WSCAD;2014;1;speedup;MET
WSCAD;2014;1;speedup;MET
WSCAD;2014;10;speedup;MET
WSCAD;2014;2;speedup;MET
WSCAD;2014;4;speedup;MET
WSCAD;2014;2;speedup;MET
WSCAD;2014;3;speedup;MET
WSCAD;2014;7;speedup;MET
WSCAD;2015;2;distribuição normal;EST
WSCAD;2015;1;desvio padrão;EST
WSCAD;2015;1;intervalo de confiança;EST
WSCAD;2015;1;número de iterações;EST
WSCAD;2015;2;speedup;MET
WSCAD;2015;1;availability or disponibilidade;MET
WSCAD;2015;5;speedup;MET
WSCAD;2015;5;speedup;MET
WSCAD;2015;4;speedup;MET
WSCAD;2015;4;speedup;MET
WSCAD;2015;6;speedup;MET
WSCAD;2015;1;speedup;MET
WSCAD;2015;1;speedup;MET
WSCAD;2015;1;mips;MET
WSCAD;2015;1;pps;MET
WSCAD;2015;1;teste t;TST
WSCAD;2015;4;teste ou experimento;EST
WSCAD;2015;3;eficiência ou acurácia;MET
WSCAD;2015;11;eficiência ou acurácia;MET
WSCAD;2015;4;eficiência ou acurácia;MET
WSCAD;2015;1;idle;MET
WSCAD;2015;1;mflops;MET
WSCAD;2015;2;média;EST
WSCAD;2015;6;teste ou experimento;EST
WSCAD;2015;8;teste ou experimento;EST
WSCAD;2015;1;teste ou experimento;EST
WSCAD;2015;5;mips;MET
WSCAD;2015;3;teste ou experimento;EST
WSCAD;2015;2;teste ou experimento;EST
WSCAD;2015;2;teste ou experimento;EST
WSCAD;2015;2;teste ou experimento;EST
WSCAD;2015;1;teste ou experimento;EST
WSCAD;2015;1;teste ou experimento;EST
WSCAD;2015;15;teste ou experimento;EST
WSCAD;2016;3;média;EST
WSCAD;2016;2;média;EST
WSCAD;2016;1;intervalo de confiança;EST
WSCAD;2016;24;distribuição normal;EST
WSCAD;2016;1;teste t;TST
WSCAD;2016;1;número de iterações;EST
WSCAD;2016;1;amostra;EST
WSCAD;2016;1;idle;MET
WSCAD;2016;2;bandwidth;MET
WSCAD;2016;1;bandwidth;MET
WSCAD;2016;1;bandwidth;MET
WSCAD;2016;1;cost or performance ratio;MET
WSCAD;2016;1;eficiência ou acurácia;MET
WSCAD;2016;3;availability or disponibilidade;MET
WSCAD;2016;2;availability or disponibilidade;MET
WSCAD;2016;1;availability or disponibilidade;MET
WSCAD;2016;1;confiabilidade;MET
WSCAD;2016;1;availability or disponibilidade;MET
WSCAD;2016;1;availability or disponibilidade;MET
WSCAD;2016;1;idle;MET
WSCAD;2016;3;idle;MET
WSCAD;2016;15;speedup;MET
WSCAD;2016;1;speedup;MET
WSCAD;2016;22;speedup;MET
WSCAD;2016;34;speedup;MET
WSCAD;2016;2;speedup;MET
WSCAD;2016;6;speedup;MET
WSCAD;2016;1;speedup;MET
WSCAD;2016;44;speedup;MET
WSCAD;2016;3;speedup;MET
WSCAD;2016;11;speedup;MET
WSCAD;2016;1;idle;MET
WSCAD;2016;13;mflops;MET
WSCAD;2016;2;availability or disponibilidade;MET
WSCAD;2016;1;mips;MET
WSCAD;2016;18;teste ou experimento;EST
WSCAD;2016;4;variância;EST
WSCAD;2016;1;teste ou experimento;EST
WSCAD;2016;1;teste ou experimento;EST
WSCAD;2016;5;teste ou experimento;EST
WSCAD;2016;2;teste ou experimento;EST
WSCAD;2016;1;teste ou experimento;EST
WSCAD;2016;1;teste ou experimento;EST
WSCAD;2016;3;teste ou experimento;EST
WSCAD;2016;6;teste ou experimento;EST
WSCAD;2016;17;teste ou experimento;EST
WSCAD;2016;16;teste ou experimento;EST
WSCAD;2016;5;teste ou experimento;EST
WSCAD;2016;21;teste ou experimento;EST
WSCAD;2016;5;teste ou experimento;EST
WSCAD;2016;5;teste ou experimento;EST
WSCAD;2016;4;teste ou experimento;EST
WSCAD;2017;8;amostra;EST
WSCAD;2017;4;amostra;EST
WSCAD;2017;3;desvio padrão;EST
WSCAD;2017;2;teste ou experimento;EST
WSCAD;2017;2;teste ou experimento;EST
WSCAD;2017;4;teste ou experimento;EST
WSCAD;2017;7;teste ou experimento;EST
WSCAD;2017;1;availability or disponibilidade;MET
WSCAD;2017;1;availability or disponibilidade;MET
WSCAD;2017;6;availability or disponibilidade;MET
WSCAD;2017;1;availability or disponibilidade;MET
WSCAD;2017;5;teste ou experimento;EST
WSCAD;2017;1;availability or disponibilidade;MET
WSCAD;2017;2;média;EST
WSCAD;2017;8;média;EST
WSCAD;2017;4;teste ou experimento;EST
WSCAD;2017;2;teste ou experimento;EST
WSCAD;2017;22;teste ou experimento;EST
WSCAD;2017;20;speedup;MET
WSCAD;2017;2;confiabilidade;MET
WSCAD;2017;1;mips;MET
WSCAD;2017;1;speedup;MET
WSCAD;2017;15;speedup;MET
WSCAD;2017;12;speedup;MET
WSCAD;2017;1;speedup;MET
WSCAD;2017;8;speedup;MET
WSCAD;2017;9;speedup;MET
WSCAD;2017;18;speedup;MET
WSCAD;2017;24;speedup;MET
WSCAD;2017;1;speedup;MET
WSCAD;2017;13;speedup;MET
WSCAD;2017;7;bandwidth;MET
WSCAD;2017;1;idle;MET
WSCAD;2017;1;idle;MET
WSCAD;2017;1;downtime or uptime;MET
WSCAD;2018;3;média;EST
WSCAD;2018;1;número de iteraçoes;EST
WSCAD;2018;5;teste ou experimento;EST
WSCAD;2018;8;eficiência ou acurácia;MET
WSCAD;2018;2;speedup;MET
WSCAD;2018;2;média;EST
WSCAD;2018;2;número de iteraçoes;EST
WSCAD;2018;7;teste ou experimento;EST
WSCAD;2018;3;speedup;MET
WSCAD;2018;4;média;EST
WSCAD;2018;8;teste ou experimento;EST
WSCAD;2018;12;speedup;MET
WSCAD;2018;1;média;EST
WSCAD;2018;35;teste ou experimento;EST
WSCAD;2018;1;Cost ou Perfornace Ratio;MET
WSCAD;2018;22;Disponibilidade;MET
WSCAD;2018;5;teste ou experimento;EST
WSCAD;2018;9;eficiência ou acurácia;MET
WSCAD;2018;1;speedup;MET
WSCAD;2018;1;média;EST
WSCAD;2018;1;desvio padrão;EST
WSCAD;2018;10;teste ou experimento;EST
WSCAD;2018;4;eficiência ou acurácia;MET
WSCAD;2018;4;Disponibilidade;MET
WSCAD;2018;3;confiabilidade;MET
WSCAD;2018;5;teste ou experimento;EST
WSCAD;2018;1;média;EST
WSCAD;2018;2;intervalo de confiança;EST
WSCAD;2018;1;amostra;EST
WSCAD;2018;1;mips;MET
WSCAD;2018;1;eficiência ou acurácia;MET
WSCAD;2018;1;média;EST
WSCAD;2018;15;teste ou experimento;EST
WSCAD;2018;3;eficiência ou acurácia;MET
WSCAD;2018;13;speedup;MET
WSCAD;2018;2;média;EST
WSCAD;2018;5;teste ou experimento;EST
WSCAD;2018;1;Bandwidth;MET
WSCAD;2018;3;eficiência ou acurácia;MET
WSCAD;2018;1;speedup;MET
WSCAD;2018;1;Teste T;TST
WSCAD;2018;1;desvio padrão;EST
WSCAD;2018;6;média;EST
WSCAD;2018;18;teste ou experimento;EST
WSCAD;2018;1;Bandwidth;MET
WSCAD;2018;3;eficiência ou acurácia;MET
WSCAD;2018;1;speedup;MET
WSCAD;2018;2;média;EST
WSCAD;2018;23;teste ou experimento;EST
WSCAD;2018;5;Disponibilidade;MET
WSCAD;2018;1;eficiência ou acurácia;MET
WSCAD;2018;3;desvio padrão;EST
WSCAD;2018;7;média;EST
WSCAD;2018;23;teste ou experimento;EST
WSCAD;2018;2;Bandwidth;MET
WSCAD;2018;5;confiabilidade;MET
WSCAD;2018;1;eficiência ou acurácia;MET
WSCAD;2018;1;amostra;EST
WSCAD;2018;6;teste ou experimento;EST
WSCAD;2018;1;eficiência ou acurácia;MET
WSCAD;2018;1;intervalo de confiança;EST
WSCAD;2018;6;teste ou experimento;EST
WSCAD;2018;12;eficiência ou acurácia;MET
WSCAD;2018;1;média;EST
WSCAD;2018;46;teste ou experimento;EST
WSCAD;2018;1;confiabilidade;MET
WSCAD;2018;1;Disponibilidade;MET
WSCAD;2018;1;mips;MET
WSCAD;2018;1;média;EST
WSCAD;2018;9;teste ou experimento;EST
WSCAD;2018;7;amostra;EST
WSCAD;2018;5;eficiência ou acurácia;MET
WSCAD;2018;7;teste ou experimento;EST
WSCAD;2018;2;média;EST
WSCAD;2018;4;teste ou experimento;EST
WSCAD;2018;17;speedup;MET
WSCAD;2018;3;desvio padrão;EST
WSCAD;2018;5;média;EST
WSCAD;2018;19;teste ou experimento;EST
WSCAD;2018;1;Disponibilidade;MET
WSCAD;2018;1;Teste Kruskal-Wallis;TST
WSCAD;2019;2;média;EST
WSCAD;2019;1;número de iteraçoes;EST
WSCAD;2019;10;teste ou experimento;EST
WSCAD;2019;10;speedup;MET
WSCAD;2019;2;p-valor;TST
WSCAD;2019;2;Teste de Wilcoxon;TST
WSCAD;2019;1;desvio padrão;EST
WSCAD;2019;10;teste ou experimento;EST
WSCAD;2019;1;Bandwidth;MET
WSCAD;2019;8;eficiência ou acurácia;MET
WSCAD;2019;3;speedup;MET
WSCAD;2019;5;média;EST
WSCAD;2019;7;teste ou experimento;EST
WSCAD;2019;8;média;EST
WSCAD;2019;2;número de iteraçoes;EST
WSCAD;2019;5;teste ou experimento;EST
WSCAD;2019;27;speedup;MET
WSCAD;2019;2;média;EST
WSCAD;2019;8;teste ou experimento;EST
WSCAD;2019;32;eficiência ou acurácia;MET
WSCAD;2019;1;Teste T;TST
WSCAD;2019;1;amostra;EST
WSCAD;2019;4;desvio padrão;EST
WSCAD;2019;1;Distribuição Normal;EST
WSCAD;2019;3;teste ou experimento;EST
WSCAD;2019;2;eficiência ou acurácia;MET
WSCAD;2019;2;speedup;MET
WSCAD;2019;9;média;EST
WSCAD;2019;35;teste ou experimento;EST
WSCAD;2019;2;confiabilidade;MET
WSCAD;2019;2;Disponibilidade;MET
WSCAD;2019;2;média;EST
WSCAD;2019;1;número de iteraçoes;EST
WSCAD;2019;17;teste ou experimento;EST
WSCAD;2019;2;confiabilidade;MET
WSCAD;2019;17;média;EST
WSCAD;2019;4;teste ou experimento;EST
WSCAD;2019;1;Bandwidth;MET
WSCAD;2019;6;confiabilidade;MET
WSCAD;2019;6;Disponibilidade;MET
WSCAD;2019;5;amostra;EST
WSCAD;2019;4;média;EST
WSCAD;2019;5;teste ou experimento;EST
WSCAD;2019;2;eficiência ou acurácia;MET
WSCAD;2019;26;amostra;EST
WSCAD;2019;3;desvio padrão;EST
WSCAD;2019;19;teste ou experimento;EST
WSCAD;2019;8;eficiência ou acurácia;MET
WSCAD;2019;1;speedup;MET
WSCAD;2019;12;amostra;EST
WSCAD;2019;2;média;EST
WSCAD;2019;8;teste ou experimento;EST
WSCAD;2019;1;variancia;EST
WSCAD;2019;1;eficiência ou acurácia;MET
WSCAD;2019;4;speedup;MET
WSCAD;2019;9;teste ou experimento;EST
WSCAD;2019;1;eficiência ou acurácia;MET
WSCAD;2019;5;speedup;MET
WSCAD;2019;1;média;EST
WSCAD;2019;8;teste ou experimento;EST
WSCAD;2019;1;eficiência ou acurácia;MET
WSCAD;2019;2;speedup;MET
WSCAD;2019;24;teste ou experimento;EST
WSCAD;2019;1;eficiência ou acurácia;MET
WSCAD;2019;3;speedup;MET
WSCAD;2019;1;média;EST
WSCAD;2019;5;teste ou experimento;EST
WSCAD;2019;1;eficiência ou acurácia;MET
WSCAD;2019;2;desvio padrão;EST
WSCAD;2019;1;Distribuição Normal;EST
WSCAD;2019;1;média;EST
WSCAD;2019;46;teste ou experimento;EST
WSCAD;2019;1;variancia;EST
WSCAD;2019;1;eficiência ou acurácia;MET
WSCAD;2019;3;speedup;MET
WSCAD;2019;8;teste ou experimento;EST
WSCAD;2019;4;speedup;MET
WSCAD;2019;10;teste ou experimento;EST
WSCAD;2019;1;Disponibilidade;MET
WSCAD;2019;1;eficiência ou acurácia;MET
WSCAD;2019;7;speedup;MET
WSCAD;2019;2;média;EST
WSCAD;2019;3;teste ou experimento;EST
WSCAD;2019;1;bps;MET
WSCAD;2019;1;Disponibilidade;MET
WSCAD;2019;2;speedup;MET
WSCAD;2019;2;amostra;EST
WSCAD;2019;3;desvio padrão;EST
WSCAD;2019;2;média;EST
WSCAD;2019;13;teste ou experimento;EST
WSCAD;2019;1;eficiência ou acurácia;MET
WSCAD;2019;2;Teste T;TST
WSCAD;2019;10;teste ou experimento;EST
WSCAD;2019;2;eficiência ou acurácia;MET
WSCAD;2019;10;speedup;MET
WSCAD;2020;2;média;EST
WSCAD;2020;7;teste ou experimento;EST
WSCAD;2020;11;speedup;MET
WSCAD;2020;11;teste ou experimento;EST
WSCAD;2020;4;eficiência ou acurácia;MET
WSCAD;2020;7;amostra;EST
WSCAD;2020;1;Distribuição Normal;EST
WSCAD;2020;7;média;EST
WSCAD;2020;13;teste ou experimento;EST
WSCAD;2020;3;Teste T;TST
WSCAD;2020;1;desvio padrão;EST
WSCAD;2020;1;média;EST
WSCAD;2020;5;teste ou experimento;EST
WSCAD;2020;2;eficiência ou acurácia;MET
WSCAD;2020;1;desvio padrão;EST
WSCAD;2020;7;teste ou experimento;EST
WSCAD;2020;1;desvio padrão;EST
WSCAD;2020;1;média;EST
WSCAD;2020;4;teste ou experimento;EST
WSCAD;2020;1;confiabilidade;MET
WSCAD;2020;2;eficiência ou acurácia;MET
WSCAD;2020;5;speedup;MET
WSCAD;2020;1;desvio padrão;EST
WSCAD;2020;1;média;EST
WSCAD;2020;6;teste ou experimento;EST
WSCAD;2020;1;eficiência ou acurácia;MET
WSCAD;2020;9;speedup;MET
WSCAD;2020;6;média;EST
WSCAD;2020;3;teste ou experimento;EST
WSCAD;2020;12;speedup;MET
WSCAD;2020;2;média;EST
WSCAD;2020;3;teste ou experimento;EST
WSCAD;2020;3;Disponibilidade;MET
WSCAD;2020;4;eficiência ou acurácia;MET
WSCAD;2020;3;speedup;MET
WSCAD;2020;18;teste ou experimento;EST
WSCAD;2020;5;eficiência ou acurácia;MET
WSCAD;2020;10;teste ou experimento;EST
WSCAD;2020;1;confiabilidade;MET
WSCAD;2020;1;Disponibilidade;MET
WSCAD;2020;1;desvio padrão;EST
WSCAD;2020;5;média;EST
WSCAD;2020;4;teste ou experimento;EST
WSCAD;2020;1;Teste T;TST
WSCAD;2020;1;desvio padrão;EST
WSCAD;2020;9;média;EST
WSCAD;2020;5;teste ou experimento;EST
WSCAD;2020;7;Bandwidth;MET
WSCAD;2020;6;confiabilidade;MET
WSCAD;2020;4;Disponibilidade;MET
WSCAD;2020;1;amostra;EST
WSCAD;2020;1;média;EST
WSCAD;2020;32;teste ou experimento;EST
WSCAD;2020;1;Bandwidth;MET
WSCAD;2020;2;confiabilidade;MET
WSCAD;2020;5;eficiência ou acurácia;MET
WSCAD;2020;6;mips;MET
WSCAD;2020;14;teste ou experimento;EST
WSCAD;2020;1;eficiência ou acurácia;MET
WSCAD;2020;8;MFLOPS;MET
WSCAD;2020;1;speedup;MET
WSCAD;2020;1;desvio padrão;EST
WSCAD;2020;6;média;EST
WSCAD;2020;4;teste ou experimento;EST
WSCAD;2020;5;speedup;MET
WSCAD;2021;10;teste ou experimento;EST
WSCAD;2021;5;Bandwidth;MET
WSCAD;2021;2;eficiência ou acurácia;MET
WSCAD;2021;27;speedup;MET
WSCAD;2021;4;teste ou experimento;EST
WSCAD;2021;5;Bandwidth;MET
WSCAD;2021;3;eficiência ou acurácia;MET
WSCAD;2021;22;speedup;MET
WSCAD;2021;1;desvio padrão;EST
WSCAD;2021;1;número de iteraçoes;EST
WSCAD;2021;34;teste ou experimento;EST
WSCAD;2021;4;eficiência ou acurácia;MET
WSCAD;2021;12;speedup;MET
WSCAD;2021;2;amostra;EST
WSCAD;2021;5;média;EST
WSCAD;2021;16;teste ou experimento;EST
WSCAD;2021;1;Disponibilidade;MET
WSCAD;2021;4;eficiência ou acurácia;MET
WSCAD;2021;1;amostra;EST
WSCAD;2021;3;média;EST
WSCAD;2021;19;teste ou experimento;EST
WSCAD;2021;4;eficiência ou acurácia;MET
WSCAD;2021;1;média;EST
WSCAD;2021;4;teste ou experimento;EST
WSCAD;2021;1;eficiência ou acurácia;MET
WSCAD;2021;4;média;EST
WSCAD;2021;4;teste ou experimento;EST
WSCAD;2021;10;Bandwidth;MET
WSCAD;2021;1;eficiência ou acurácia;MET
WSCAD;2021;2;speedup;MET
WSCAD;2021;1;amostra;EST
WSCAD;2021;3;média;EST
WSCAD;2021;6;teste ou experimento;EST
WSCAD;2021;1;confiabilidade;MET
WSCAD;2021;34;eficiência ou acurácia;MET
WSCAD;2021;15;speedup;MET
WSCAD;2021;1;média;EST
WSCAD;2021;25;teste ou experimento;EST
WSCAD;2021;9;Disponibilidade;MET
WSCAD;2021;3;teste ou experimento;EST
WSCAD;2021;9;confiabilidade;MET
WSCAD;2021;4;eficiência ou acurácia;MET
WSCAD;2021;3;teste ou experimento;EST
WSCAD;2021;1;desvio padrão;EST
WSCAD;2021;2;média;EST
WSCAD;2021;5;teste ou experimento;EST
WSCAD;2021;2;Bandwidth;MET
WSCAD;2021;1;eficiência ou acurácia;MET
